timestamp,experiment_id,measurement_type,measurement_value,measurement_uncertainty,epoch,batch_id,validation_metric,quality_score,temperature_c,humidity_percent,equipment_id,researcher_notes
2024-05-11T08:00:00Z,EXP033,experimental_response,0.8123,0.0076,1,2,0.8123,0.98,22.3,44.3,SPEC033,"Experimental treatment baseline superior"
2024-05-11T16:00:00Z,EXP033,experimental_response,0.8234,0.0072,2,2,0.8234,0.99,22.5,44.6,SPEC033,"Experimental showing clear superiority"
2024-05-12T08:00:00Z,EXP033,experimental_response,0.8312,0.0069,3,2,0.8312,0.99,22.7,44.9,SPEC033,"Experimental treatment confirming advantage"
2024-05-20T08:00:00Z,EXP034,head_to_head_comparison,0.7589,0.0089,1,3,0.7589,0.98,22.9,45.2,SPEC034,"Direct comparison baseline favoring experimental"
2024-05-20T16:00:00Z,EXP034,head_to_head_comparison,0.7678,0.0084,2,3,0.7678,0.99,23.1,45.5,SPEC034,"Head-to-head showing experimental superiority"
2024-05-21T08:00:00Z,EXP034,head_to_head_comparison,0.7734,0.0081,3,3,0.7734,0.99,23.3,45.8,SPEC034,"Final comparison confirming experimental advantage"
2024-06-01T08:00:00Z,EXP035,pilot_efficacy,0.7123,0.0167,1,1,0.7123,0.93,23.5,46.1,SPEC035,"Pilot study baseline for new indication"
2024-06-01T16:00:00Z,EXP035,pilot_efficacy,0.7234,0.0159,2,1,0.7234,0.94,23.7,46.4,SPEC035,"Pilot showing promising initial results"
2024-06-02T08:00:00Z,EXP035,pilot_efficacy,0.7312,0.0153,3,1,0.7312,0.95,23.9,46.7,SPEC035,"Pilot efficacy trending positive"
2024-06-02T08:00:00Z,EXP036,pilot_control,0.1123,0.0289,1,1,0.1123,0.83,24.1,47.0,SPEC036,"Pilot control baseline as expected"
2024-06-02T16:00:00Z,EXP036,pilot_control,0.1156,0.0284,2,1,0.1156,0.84,24.0,46.8,SPEC036,"Pilot control maintaining low response"
2024-06-03T08:00:00Z,EXP036,pilot_control,0.1178,0.0279,3,1,0.1178,0.85,23.8,46.5,SPEC036,"Control confirming baseline for new indication"
2024-06-10T08:00:00Z,EXP037,pilot_analysis,0.6078,0.0123,1,2,0.6078,0.94,23.6,46.2,SPEC037,"Pilot analysis supporting larger trial design"
2024-06-10T16:00:00Z,EXP037,pilot_analysis,0.6156,0.0118,2,2,0.6156,0.95,23.4,45.9,SPEC037,"Pilot results justifying expanded study"
2024-06-11T08:00:00Z,EXP037,pilot_analysis,0.6212,0.0114,3,2,0.6212,0.96,23.2,45.6,SPEC037,"Final pilot analysis confirming feasibility"
2024-06-15T08:00:00Z,EXP038,historical_a_analysis,0.7456,0.0089,1,3,0.7456,0.97,23.0,45.3,SPEC038,"Historical treatment A retrospective baseline"
2024-06-15T16:00:00Z,EXP038,historical_a_analysis,0.7523,0.0084,2,3,0.7523,0.98,22.8,45.0,SPEC038,"Historical A showing consistent performance"
2024-06-16T08:00:00Z,EXP038,historical_a_analysis,0.7578,0.0081,3,3,0.7578,0.99,22.6,44.7,SPEC038,"Historical treatment A retrospective complete"
2024-06-16T08:00:00Z,EXP039,historical_b_analysis,0.7089,0.0098,1,3,0.7089,0.96,22.4,44.4,SPEC039,"Historical treatment B retrospective baseline"
2024-06-16T16:00:00Z,EXP039,historical_b_analysis,0.7156,0.0093,2,3,0.7156,0.97,22.2,44.1,SPEC039,"Historical B showing expected pattern"
2024-06-17T08:00:00Z,EXP039,historical_b_analysis,0.7201,0.0089,3,3,0.7201,0.98,22.0,43.8,SPEC039,"Historical treatment B analysis complete"
2024-06-25T08:00:00Z,EXP040,meta_analysis,0.7312,0.0067,1,3,0.7312,0.99,21.8,43.5,SPEC040,"Meta-analysis of all historical data baseline"
2024-06-25T16:00:00Z,EXP040,meta_analysis,0.7356,0.0064,2,3,0.7356,0.99,21.6,43.2,SPEC040,"Comprehensive meta-analysis progression"
2024-06-26T08:00:00Z,EXP040,meta_analysis,0.7389,0.0062,3,3,0.7389,1.00,21.4,42.9,SPEC040,"Final meta-analysis ready for publication"
