experiment_id,model_name,model_type,algorithm_type,optimization_method,timestamp,epoch,training_loss,validation_loss,learning_rate,training_accuracy,validation_accuracy,training_phase,convergence_status,early_stopping_counter,checkpoint_created,batch_size,gradient_norm,learning_rate_schedule,optimizer_state,regularization_loss,momentum,weight_decay,model_architecture,layer_count,parameter_count,memory_usage_mb,training_time_seconds,gpu_utilization,data_augmentation,dropout_rate,batch_normalization,activation_function,loss_function,scheduler_type,warmup_steps,performance_tier,confidence_level,statistical_significance,model_complexity,training_environment,data_quality_condition,inference_environment,validation_level,purpose
TS-007-005,gru_model,training.model.candidate,gru,rmsprop_optimizer,2024-12-19T15:03:20.000Z,5,1.1456,1.2123,0.0006,0.4567,0.4456,convergence,training,0,true,64,0.7432,plateau_scheduler,optimizing,0.0123,0.9,0.0001,gru_attention,1,180000,765.7,13.45,0.70,true,0.25,true,tanh,mse,plateau_scheduler,0,good,medium,significant,medium,staging,training.data.cleaned,staging,Level-2,exploration
TS-007-006,gru_model,training.model.candidate,gru,rmsprop_optimizer,2024-12-19T15:04:10.000Z,6,0.9123,0.9789,0.0005,0.4901,0.4789,convergence,training,0,false,64,0.7098,plateau_scheduler,optimizing,0.0108,0.9,0.0001,gru_attention,1,180000,764.9,12.90,0.68,true,0.25,true,tanh,mse,plateau_scheduler,0,good,medium,significant,medium,staging,training.data.cleaned,staging,Level-2,exploration
TS-007-007,gru_model,training.model.candidate,gru,rmsprop_optimizer,2024-12-19T15:05:00.000Z,7,0.6789,0.7456,0.0004,0.5234,0.5123,convergence,training,0,false,64,0.6765,plateau_scheduler,optimizing,0.0096,0.9,0.0001,gru_attention,1,180000,764.1,12.34,0.66,true,0.25,true,tanh,mse,plateau_scheduler,0,excellent,high,significant,medium,staging,training.data.transformed,staging,Level-3,presentation
TS-007-008,gru_model,training.model.candidate,gru,rmsprop_optimizer,2024-12-19T15:05:50.000Z,8,0.4456,0.5123,0.0003,0.5567,0.5456,convergence,training,0,false,64,0.6432,plateau_scheduler,optimizing,0.0087,0.9,0.0001,gru_attention,1,180000,763.3,11.78,0.64,true,0.25,true,tanh,mse,plateau_scheduler,0,excellent,high,significant,medium,staging,training.data.transformed,staging,Level-3,presentation
TS-007-009,gru_model,training.model.candidate,gru,rmsprop_optimizer,2024-12-19T15:06:40.000Z,9,0.2123,0.2789,0.0002,0.5901,0.5789,convergence,training,0,false,64,0.6098,plateau_scheduler,optimizing,0.0079,0.9,0.0001,gru_attention,1,180000,762.5,11.23,0.62,true,0.25,true,tanh,mse,plateau_scheduler,0,excellent,high,significant,medium,staging,training.data.transformed,staging,Level-3,presentation
TS-007-010,gru_model,training.model.candidate,gru,rmsprop_optimizer,2024-12-19T15:07:30.000Z,10,0.1234,0.1567,0.0001,0.6234,0.6123,convergence,converged,0,true,64,0.5765,plateau_scheduler,optimizing,0.0073,0.9,0.0001,gru_attention,1,180000,761.7,10.67,0.60,true,0.25,true,tanh,mse,plateau_scheduler,0,excellent,high,significant,medium,staging,training.data.transformed,staging,Level-3,presentation
TS-008-001,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:00:00.000Z,1,1.9567,2.0123,0.0001,0.4345,0.4234,initialization,training,0,false,128,1.1234,adaptive_schedule,initializing,0.0456,0.95,0.005,neural_ode_blocks,6,3200000,6144.2,78.34,0.89,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-002,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:02:30.000Z,2,1.6234,1.6789,0.00015,0.5012,0.4901,initialization,training,0,false,128,1.0567,adaptive_schedule,optimizing,0.0389,0.95,0.005,neural_ode_blocks,6,3200000,6142.8,76.12,0.87,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-003,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:05:00.000Z,3,1.2901,1.3456,0.0002,0.5678,0.5567,initialization,training,0,false,128,0.9901,adaptive_schedule,optimizing,0.0334,0.95,0.005,neural_ode_blocks,6,3200000,6141.4,73.89,0.85,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-004,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:07:30.000Z,4,0.9567,1.0123,0.00025,0.6345,0.6234,convergence,training,0,false,128,0.9234,adaptive_schedule,optimizing,0.0289,0.95,0.005,neural_ode_blocks,6,3200000,6140.0,71.67,0.83,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-005,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:10:00.000Z,5,0.6234,0.6789,0.0003,0.7012,0.6901,convergence,training,0,true,128,0.8567,adaptive_schedule,optimizing,0.0253,0.95,0.005,neural_ode_blocks,6,3200000,6138.6,69.44,0.81,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-006,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:12:30.000Z,6,0.2901,0.3456,0.00035,0.7678,0.7567,convergence,training,0,false,128,0.7901,adaptive_schedule,optimizing,0.0224,0.95,0.005,neural_ode_blocks,6,3200000,6137.2,67.22,0.79,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-007,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:15:00.000Z,7,0.1567,0.1890,0.0004,0.8345,0.8234,convergence,training,0,false,128,0.7234,adaptive_schedule,optimizing,0.0201,0.95,0.005,neural_ode_blocks,6,3200000,6135.8,65.00,0.77,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-008,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:17:30.000Z,8,0.0789,0.0923,0.00045,0.9012,0.8901,convergence,training,0,false,128,0.6567,adaptive_schedule,optimizing,0.0183,0.95,0.005,neural_ode_blocks,6,3200000,6134.4,62.78,0.75,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-009,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:20:00.000Z,9,0.0345,0.0456,0.0005,0.9678,0.9567,convergence,training,0,false,128,0.5901,adaptive_schedule,optimizing,0.0169,0.95,0.005,neural_ode_blocks,6,3200000,6133.0,60.55,0.73,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-008-010,neural_ode_model,training.model.champion,neural_ode,adaptive_optimizer,2024-12-19T16:22:30.000Z,10,0.0123,0.0178,0.00055,0.9945,0.9923,convergence,converged,0,true,128,0.5234,adaptive_schedule,optimizing,0.0158,0.95,0.005,neural_ode_blocks,6,3200000,6131.6,58.33,0.71,true,0.15,true,swish,ode_loss,adaptive_schedule,200,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-009-001,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:00:00.000Z,1,2.1456,2.2012,0.001,0.2890,0.2789,initialization,training,0,false,96,0.9345,attention_schedule,initializing,0.0345,0.9,0.0001,attention_lstm,3,450000,1536.7,23.45,0.82,true,0.35,true,relu,attention_loss,attention_schedule,50,good,medium,significant,high,staging,training.data.cleaned,staging,Level-2,exploration
TS-009-002,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:01:00.000Z,2,1.8123,1.8678,0.0009,0.3345,0.3234,initialization,training,0,false,96,0.8901,attention_schedule,optimizing,0.0298,0.9,0.0001,attention_lstm,3,450000,1535.9,22.78,0.80,true,0.35,true,relu,attention_loss,attention_schedule,50,good,medium,significant,high,staging,training.data.cleaned,staging,Level-2,exploration
TS-009-003,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:02:00.000Z,3,1.4789,1.5345,0.0008,0.3789,0.3678,initialization,training,0,false,96,0.8456,attention_schedule,optimizing,0.0267,0.9,0.0001,attention_lstm,3,450000,1535.1,22.12,0.78,true,0.35,true,relu,attention_loss,attention_schedule,50,good,medium,significant,high,staging,training.data.cleaned,staging,Level-2,exploration
TS-009-004,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:03:00.000Z,4,1.1456,1.2012,0.0007,0.4234,0.4123,convergence,training,0,false,96,0.8012,attention_schedule,optimizing,0.0243,0.9,0.0001,attention_lstm,3,450000,1534.3,21.45,0.76,true,0.35,true,relu,attention_loss,attention_schedule,50,good,medium,significant,high,staging,training.data.cleaned,staging,Level-2,exploration
TS-009-005,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:04:00.000Z,5,0.8123,0.8678,0.0006,0.4678,0.4567,convergence,training,0,true,96,0.7567,attention_schedule,optimizing,0.0223,0.9,0.0001,attention_lstm,3,450000,1533.5,20.78,0.74,true,0.35,true,relu,attention_loss,attention_schedule,50,good,medium,significant,high,staging,training.data.cleaned,staging,Level-2,exploration
TS-009-006,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:05:00.000Z,6,0.4789,0.5345,0.0005,0.5123,0.5012,convergence,training,0,false,96,0.7123,attention_schedule,optimizing,0.0208,0.9,0.0001,attention_lstm,3,450000,1532.7,20.12,0.72,true,0.35,true,relu,attention_loss,attention_schedule,50,excellent,high,significant,high,staging,training.data.transformed,staging,Level-3,presentation
TS-009-007,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:06:00.000Z,7,0.1456,0.2012,0.0004,0.5567,0.5456,convergence,training,0,false,96,0.6678,attention_schedule,optimizing,0.0196,0.9,0.0001,attention_lstm,3,450000,1531.9,19.45,0.70,true,0.35,true,relu,attention_loss,attention_schedule,50,excellent,high,significant,high,staging,training.data.transformed,staging,Level-3,presentation
TS-009-008,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:07:00.000Z,8,0.0789,0.1234,0.0003,0.6012,0.5901,convergence,training,0,false,96,0.6234,attention_schedule,optimizing,0.0187,0.9,0.0001,attention_lstm,3,450000,1531.1,18.78,0.68,true,0.35,true,relu,attention_loss,attention_schedule,50,excellent,high,significant,high,staging,training.data.transformed,staging,Level-3,presentation
TS-009-009,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:08:00.000Z,9,0.0345,0.0567,0.0002,0.6456,0.6345,convergence,training,0,false,96,0.5789,attention_schedule,optimizing,0.0179,0.9,0.0001,attention_lstm,3,450000,1530.3,18.12,0.66,true,0.35,true,relu,attention_loss,attention_schedule,50,excellent,high,significant,high,staging,training.data.transformed,staging,Level-3,presentation
TS-009-010,attention_lstm_model,training.model.candidate,lstm_attention,nadam_optimizer,2024-12-19T17:09:00.000Z,10,0.0123,0.0234,0.0001,0.6901,0.6789,convergence,converged,0,true,96,0.5345,attention_schedule,optimizing,0.0173,0.9,0.0001,attention_lstm,3,450000,1529.5,17.45,0.64,true,0.35,true,relu,attention_loss,attention_schedule,50,excellent,high,highly_significant,high,staging,training.data.transformed,staging,Level-3,publication
TS-010-001,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:00:00.000Z,1,1.7890,1.8345,0.0001,0.5234,0.5123,initialization,training,0,false,1024,1.4567,federated_schedule,initializing,0.0567,0.95,0.01,federated_ensemble,10,75000000,32768.9,156.78,0.99,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-002,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:04:00.000Z,2,1.3456,1.3901,0.00015,0.6012,0.5901,initialization,training,0,false,1024,1.3234,federated_schedule,optimizing,0.0489,0.95,0.01,federated_ensemble,10,75000000,32766.5,152.34,0.97,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-003,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:08:00.000Z,3,0.9123,0.9567,0.0002,0.6789,0.6678,initialization,training,0,false,1024,1.1901,federated_schedule,optimizing,0.0423,0.95,0.01,federated_ensemble,10,75000000,32764.1,147.89,0.95,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-004,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:12:00.000Z,4,0.4789,0.5234,0.00025,0.7567,0.7456,convergence,training,0,false,1024,1.0567,federated_schedule,optimizing,0.0367,0.95,0.01,federated_ensemble,10,75000000,32761.7,143.45,0.93,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-005,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:16:00.000Z,5,0.0456,0.0901,0.0003,0.8345,0.8234,convergence,training,0,true,1024,0.9234,federated_schedule,optimizing,0.0321,0.95,0.01,federated_ensemble,10,75000000,32759.3,139.01,0.91,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-006,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:20:00.000Z,6,0.0123,0.0345,0.00035,0.9123,0.9012,convergence,training,0,false,1024,0.7901,federated_schedule,optimizing,0.0284,0.95,0.01,federated_ensemble,10,75000000,32756.9,134.56,0.89,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-007,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:24:00.000Z,7,0.0067,0.0134,0.0004,0.9901,0.9789,convergence,training,0,false,1024,0.6567,federated_schedule,optimizing,0.0253,0.95,0.01,federated_ensemble,10,75000000,32754.5,130.12,0.87,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-008,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:28:00.000Z,8,0.0034,0.0067,0.00045,0.9956,0.9923,convergence,training,0,false,1024,0.5234,federated_schedule,optimizing,0.0227,0.95,0.01,federated_ensemble,10,75000000,32752.1,125.67,0.85,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-009,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:32:00.000Z,9,0.0012,0.0023,0.0005,0.9978,0.9967,convergence,training,0,false,1024,0.3901,federated_schedule,optimizing,0.0206,0.95,0.01,federated_ensemble,10,75000000,32749.7,121.23,0.83,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
TS-010-010,federated_learning_model,training.model.champion,federated,federated_optimizer,2024-12-19T18:36:00.000Z,10,0.0004,0.0008,0.00055,0.9989,0.9981,convergence,converged,0,true,1024,0.2567,federated_schedule,optimizing,0.0189,0.95,0.01,federated_ensemble,10,75000000,32747.3,116.78,0.81,true,0.1,true,gelu,federated_loss,federated_schedule,1000,excellent,high,highly_significant,ultra_high,production,training.data.transformed,production,Level-3,publication
